gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
AC005009.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC005020.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,2]	[7077,2074,3439,7257]	2.2516e-03	9.6215e-01	0.0000e+00
AC005037.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005041.1	[6,0,2,3]	[4550,204,799,2053]	[7,0,0,3]	[7070,2075,3439,7256]	3.0997e+00	7.8306e-02	2.2375e+00
AC005082.2	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
AC005104.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC005154.4	[0,0,1,0]	[4556,204,800,2056]	[0,0,0,0]	[7077,2075,3439,7259]	6.3157e-01	4.2678e-01	Infinity
AC005154.5	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
AC005156.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC005160.1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AC005162.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005208.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC005225.2	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
AC005225.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC005258.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC005262.2	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AC005264.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC005288.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC005293.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC005323.2	[0,0,0,2]	[4556,204,801,2054]	[0,0,0,0]	[7077,2075,3439,7259]	3.2577e+00	7.1088e-02	Infinity
AC005324.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC005324.3	[6,0,0,1]	[4550,204,801,2055]	[8,1,0,16]	[7069,2074,3439,7243]	5.2583e-01	4.6837e-01	6.5551e-01
AC005324.4	[5,0,0,0]	[4551,204,801,2056]	[7,2,2,1]	[7070,2073,3437,7258]	1.4721e-04	9.9032e-01	8.6425e-01
AC005329.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
AC005342.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC005358.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005358.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
AC005414.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005480.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC005518.1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AC005520.1	[5,0,1,3]	[4551,204,800,2053]	[5,1,1,4]	[7072,2074,3438,7255]	1.6644e+00	1.9700e-01	1.9857e+00
AC005538.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC005540.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AC005546.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC005550.2	[1,0,0,0]	[4555,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	2.4908e-01	6.1772e-01	1.2644e+00
AC005551.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,4,1]	[7076,2075,3435,7258]	7.3672e-01	3.9071e-01	0.0000e+00
AC005586.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC005606.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC005609.1	[0,0,0,0]	[4556,204,801,2056]	[0,2,1,0]	[7077,2073,3438,7259]	5.5161e-02	8.1431e-01	0.0000e+00
AC005609.5	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
AC005670.2	[1,0,0,0]	[4555,204,801,2056]	[5,1,0,0]	[7072,2074,3439,7259]	5.8422e-01	4.4466e-01	2.9694e-01
AC005674.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC005692.3	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	2.4647e-01	6.1957e-01	2.3309e+00
AC005695.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
AC005695.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
AC005696.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
AC005697.1	[1,0,0,0]	[4555,204,801,2056]	[1,2,0,0]	[7076,2073,3439,7259]	3.3427e-01	5.6315e-01	1.0660e+00
AC005702.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
AC005722.3	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	4.6522e-03	9.4562e-01	1.5536e+00
AC005726.1	[1,0,0,3]	[4555,204,801,2053]	[1,0,0,1]	[7076,2075,3439,7258]	2.8885e+00	8.9215e-02	4.8137e+00
AC005726.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AC005736.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC005740.3	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC005746.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005746.2	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AC005759.1	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	1.9055e-01	6.6246e-01	1.2726e+00
AC005786.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005786.3	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC005789.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC005821.1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AC005832.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC005832.3	[0,0,0,0]	[4556,204,801,2056]	[0,3,0,0]	[7077,2072,3439,7259]	2.1931e-01	6.3957e-01	0.0000e+00
AC005833.1	[1,0,0,0]	[4555,204,801,2056]	[4,1,0,4]	[7073,2074,3439,7255]	1.0441e+00	3.0687e-01	2.3950e-01
AC005837.2	[2,0,0,0]	[4554,204,801,2056]	[4,0,0,1]	[7073,2075,3439,7258]	3.1122e-03	9.5551e-01	6.8063e-01
AC005842.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC005856.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC005899.3	[0,1,0,0]	[4556,203,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	2.0675e+00	1.5047e-01	Infinity
AC005899.4	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC005901.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC005908.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AC005911.1	[2,0,0,0]	[4554,204,801,2056]	[1,3,0,0]	[7076,2072,3439,7259]	3.3322e-03	9.5397e-01	1.8432e+00
AC005920.2	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC005943.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,2]	[7077,2075,3439,7257]	5.0970e-02	8.2138e-01	1.7657e+00
AC005944.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC006003.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC006004.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC006019.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC006030.1	[2,0,0,0]	[4554,204,801,2056]	[2,0,1,3]	[7075,2075,3438,7256]	4.1811e-03	9.4844e-01	7.4440e-01
AC006042.2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC006059.1	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,0]	[7076,2075,3439,7259]	3.0775e-02	8.6074e-01	1.9898e+00
AC006059.2	[3,0,0,3]	[4553,204,801,2053]	[8,6,1,5]	[7069,2069,3438,7254]	1.9397e-02	8.8923e-01	8.3871e-01
AC006063.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC006064.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC006064.6	[2,0,0,1]	[4554,204,801,2055]	[0,0,0,2]	[7077,2075,3439,7257]	1.1206e+00	2.8978e-01	4.5233e+00
AC006116.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
AC006116.4	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AC006150.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,4]	[7077,2075,3439,7255]	1.8279e-01	6.6898e-01	8.8260e-01
AC006153.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC006205.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC006213.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC006254.1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	4.6522e-03	9.4562e-01	1.5536e+00
AC006270.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC006299.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC006333.1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	8.2874e-02	7.7344e-01	0.0000e+00
AC006355.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC006441.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC006449.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC006450.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC006452.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AC006509.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC006511.5	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC006518.7	[0,0,0,0]	[4556,204,801,2056]	[1,2,2,2]	[7076,2073,3437,7257]	7.5318e-01	3.8547e-01	0.0000e+00
AC006538.2	[0,0,0,2]	[4556,204,801,2054]	[1,0,0,2]	[7076,2075,3439,7257]	5.4901e-02	8.1475e-01	1.8713e+00
AC006547.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC006581.1	[0,0,0,2]	[4556,204,801,2054]	[0,0,0,0]	[7077,2075,3439,7259]	3.2577e+00	7.1088e-02	Infinity
AC006947.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC007000.3	[0,0,0,2]	[4556,204,801,2054]	[0,0,0,0]	[7077,2075,3439,7259]	3.2577e+00	7.1088e-02	Infinity
AC007036.3	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	7.3382e-02	7.8647e-01	1.2119e+00
AC007038.1	[0,0,0,2]	[4556,204,801,2054]	[0,0,0,2]	[7077,2075,3439,7257]	5.5372e-01	4.5680e-01	3.5331e+00
AC007040.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC007099.1	[1,0,0,1]	[4555,204,801,2055]	[2,0,0,1]	[7075,2075,3439,7258]	1.2793e-02	9.0995e-01	1.3822e+00
AC007192.1	[1,0,1,0]	[4555,204,800,2056]	[2,2,1,3]	[7075,2073,3438,7256]	6.6165e-03	9.3517e-01	7.8271e-01
AC007193.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
AC007216.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC007240.1	[0,0,0,0]	[4556,204,801,2056]	[0,2,0,0]	[7077,2073,3439,7259]	6.3233e-01	4.2650e-01	0.0000e+00
AC007262.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC007277.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AC007278.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC007283.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC007292.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
AC007298.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007308.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007319.1	[0,0,0,0]	[4556,204,801,2056]	[4,0,0,0]	[7073,2075,3439,7259]	1.1940e+00	2.7453e-01	0.0000e+00
AC007347.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007365.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC007375.1	[3,0,0,1]	[4553,204,801,2055]	[2,0,0,1]	[7075,2075,3439,7258]	7.8884e-01	3.7445e-01	2.5949e+00
AC007384.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC007405.2	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,0]	[7076,2075,3439,7259]	3.0775e-02	8.6074e-01	1.9898e+00
AC007405.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC007406.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007406.4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007448.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
AC007493.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC007494.2	[1,0,0,0]	[4555,204,801,2056]	[0,3,0,1]	[7077,2072,3439,7258]	2.2166e-01	6.3778e-01	1.2434e+00
AC007533.1	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	1.0781e+00	2.9913e-01	Infinity
AC007595.1	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	6.3742e-01	4.2465e-01	0.0000e+00
AC007601.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007619.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC007622.2	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	1.1103e-03	9.7342e-01	6.7963e+00
AC007637.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC007638.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,3]	[7077,2074,3439,7256]	1.0602e-01	7.4472e-01	0.0000e+00
AC007666.1	[1,1,0,0]	[4555,203,801,2056]	[2,0,0,4]	[7075,2075,3439,7255]	8.3818e-02	7.7219e-01	9.1157e-01
AC007728.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC007731.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC007790.1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AC007834.2	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AC007846.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC007846.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC007906.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC007906.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AC007920.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AC007998.2	[1,0,0,0]	[4555,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	2.2634e-01	6.3425e-01	8.6674e-01
AC008011.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC008012.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,2,0]	[7077,2075,3437,7259]	4.8716e-02	8.2531e-01	0.0000e+00
AC008013.1	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.4786e-01	7.0059e-01	3.1076e+00
AC008056.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC008056.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC008060.2	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC008073.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC008073.3	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	6.3742e-01	4.2465e-01	0.0000e+00
AC008243.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
AC008277.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC008378.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC008397.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC008397.2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
AC008434.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC008443.6	[0,0,0,0]	[4556,204,801,2056]	[0,1,1,1]	[7077,2074,3438,7258]	1.7876e-06	9.9893e-01	0.0000e+00
AC008456.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC008464.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC008474.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AC008481.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC008496.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC008537.4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC008569.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC008569.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	4.0668e-01	5.2366e-01	0.0000e+00
AC008572.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AC008575.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC008581.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AC008581.2	[1,0,0,0]	[4555,204,801,2056]	[3,1,3,2]	[7074,2074,3436,7257]	7.3762e-01	3.9043e-01	2.6760e-01
AC008588.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC008591.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC008601.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC008619.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
